result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_taller,market_fav_won
L,Carli Judice,Gabriella Fernandes,http://ufcstats.com/fighter-details/f1ab6f37492c630a,http://ufcstats.com/fighter-details/a6eb54ae17a551be,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Adalaide Byrd 29 - 28. Chris Lee 28 - 29.,Crispy,Gabi,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,0.0,,,63 of 143,27 of 51,79 of 129,,,64 of 144,40 of 69,82 of 132,,,0 of 0,2 of 3,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:45,0:19,,,0,0.0,0.0,,,43 of 91,41 of 67,35 of 76,,,44 of 92,45 of 73,37 of 80,,,0 of 1,2 of 6,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:27,1:52,0:21,,,41 of 114,19 of 40,50 of 97,,,14 of 21,6 of 9,22 of 25,,,8 of 8,2 of 2,7 of 7,,,55 of 133,23 of 45,71 of 119,,,8 of 10,4 of 6,8 of 10,,,0 of 0,0 of 0,0 of 0,,,36 of 81,32 of 58,21 of 59,,,5 of 7,7 of 7,9 of 11,,,2 of 3,2 of 2,5 of 6,,,34 of 77,28 of 51,33 of 72,,,9 of 14,13 of 16,2 of 4,,,0 of 0,0 of 0,0 of 0,,,Women's Flyweight,L,67.0,66.0,1.0,1.0,True,False,False,True,carli judice,gabriella fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be|http://ufcstats.com/fighter-details/f1ab6f37492c630a,0.593369754159424,False,False,True
W,Asu Almabayev,Jose Johnson,http://ufcstats.com/fighter-details/8d3273573b85be09,http://ufcstats.com/fighter-details/84f727cf0166d6f2,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Eric Colon 27 - 30. Tony Weeks 27 - 30.,Zulfikar,Zhakwarius,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,0.0,,,4 of 7,8 of 12,8 of 10,,,12 of 19,34 of 47,31 of 43,,,5 of 7,0 of 1,1 of 3,,,1,1.0,2.0,,,0,0.0,1.0,,,3:24,4:08,3:52,,,0,0.0,0.0,,,3 of 11,2 of 6,0 of 4,,,29 of 39,9 of 14,20 of 26,,,0 of 0,1 of 1,0 of 0,,,0,1.0,0.0,,,0,0.0,0.0,,,0:04,0:07,0:52,,,0 of 1,7 of 11,5 of 7,,,1 of 1,1 of 1,1 of 1,,,3 of 5,0 of 0,2 of 2,,,0 of 3,2 of 5,2 of 2,,,4 of 4,0 of 0,1 of 1,,,0 of 0,6 of 7,5 of 7,,,1 of 6,2 of 6,0 of 4,,,1 of 4,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,3 of 10,1 of 5,0 of 3,,,0 of 1,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 1,,,Flyweight,W,64.0,72.0,-8.0,8.0,False,True,False,True,asu almabayev,jose johnson,http://ufcstats.com/fighter-details/84f727cf0166d6f2|http://ufcstats.com/fighter-details/8d3273573b85be09,0.7659021045164341,True,False,True
W,Brady Hiestand,Garrett Armfield,http://ufcstats.com/fighter-details/7af33fc4435017f1,http://ufcstats.com/fighter-details/1effd880e1f1bb30,Bantamweight Bout,Submission,3,1:52,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Bam Bam,--,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,0.0,,,8 of 17,10 of 26,4 of 7,,,21 of 33,17 of 36,4 of 7,,,3 of 7,1 of 3,2 of 3,,,2,0.0,1.0,,,0,0.0,0.0,,,2:47,1:32,1:17,,,0,1.0,0.0,,,6 of 12,41 of 64,2 of 7,,,9 of 16,48 of 71,2 of 7,,,0 of 0,0 of 0,0 of 0,,,1,0.0,0.0,,,1,0.0,0.0,,,1:05,1:52,0:00,,,4 of 12,7 of 21,3 of 6,,,3 of 4,3 of 5,1 of 1,,,1 of 1,0 of 0,0 of 0,,,6 of 15,8 of 22,4 of 7,,,2 of 2,2 of 4,0 of 0,,,0 of 0,0 of 0,0 of 0,,,3 of 8,37 of 59,1 of 6,,,3 of 4,4 of 5,1 of 1,,,0 of 0,0 of 0,0 of 0,,,6 of 12,15 of 25,1 of 6,,,0 of 0,4 of 5,1 of 1,,,0 of 0,22 of 34,0 of 0,,,Bantamweight,W,68.0,66.0,2.0,2.0,True,True,True,False,brady hiestand,garrett armfield,http://ufcstats.com/fighter-details/1effd880e1f1bb30|http://ufcstats.com/fighter-details/7af33fc4435017f1,0.7095435684647303,False,False,False
L,Josh Quinlan,Adam Fugitt,http://ufcstats.com/fighter-details/876f478f796495f7,http://ufcstats.com/fighter-details/a01a62132460a98d,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29. Anthony Maness 29 - 28. Chris Lee 28 - 29.,Bushido,--,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,0.0,,,23 of 45,16 of 39,14 of 42,,,23 of 45,16 of 39,14 of 42,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,22 of 58,27 of 62,31 of 85,,,22 of 58,27 of 62,31 of 85,,,0 of 0,0 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,8 of 29,8 of 28,9 of 36,,,4 of 4,3 of 5,4 of 5,,,11 of 12,5 of 6,1 of 1,,,23 of 45,16 of 39,14 of 42,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,4 of 34,8 of 35,17 of 62,,,11 of 14,16 of 24,13 of 21,,,7 of 10,3 of 3,1 of 2,,,22 of 58,27 of 61,31 of 85,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,L,72.0,73.0,-1.0,1.0,False,False,True,False,josh quinlan,adam fugitt,http://ufcstats.com/fighter-details/876f478f796495f7|http://ufcstats.com/fighter-details/a01a62132460a98d,0.558797046641455,True,False,False
L,Timmy Cuamba,Lucas Almeida,http://ufcstats.com/fighter-details/0e46690e55a8df75,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Eric Colon 28 - 29.,Twilight,--,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,0.0,,,13 of 26,22 of 44,24 of 46,,,13 of 26,22 of 44,38 of 66,,,0 of 2,0 of 1,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:44,0:16,1:18,,,1,0.0,0.0,,,22 of 59,32 of 84,16 of 53,,,30 of 70,36 of 88,25 of 62,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:18,0:10,0:19,,,6 of 19,14 of 33,15 of 35,,,3 of 3,3 of 5,8 of 9,,,4 of 4,5 of 6,1 of 2,,,13 of 26,22 of 44,13 of 30,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,11 of 16,,,13 of 42,18 of 66,12 of 45,,,3 of 11,9 of 12,1 of 5,,,6 of 6,5 of 6,3 of 3,,,21 of 58,28 of 79,16 of 53,,,0 of 0,2 of 3,0 of 0,,,1 of 1,2 of 2,0 of 0,,,Featherweight,L,69.0,71.0,-2.0,2.0,False,False,True,False,timmy cuamba,lucas almeida,http://ufcstats.com/fighter-details/0e46690e55a8df75|http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,0.6369041816941222,True,False,False
L,Miguel Baeza,Punahele Soriano,http://ufcstats.com/fighter-details/82d4c957649faf9b,http://ufcstats.com/fighter-details/64facb6cc564262d,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Mooney,Sal D'amato 25 - 30. Derek Cleary 25 - 30. Chris Kinman 27 - 30.,Caramel Thunder,Puna,2024-06-08,"Louisville, Kentucky, USA",http://ufcstats.com/event-details/cba3a2dfbc06ce79,0,0.0,0.0,,,5 of 9,1 of 2,1 of 1,,,11 of 17,3 of 6,8 of 10,,,0 of 2,0 of 0,0 of 0,,,3,0.0,0.0,,,0,0.0,0.0,,,0:47,0:00,0:00,,,0,0.0,0.0,,,42 of 59,49 of 59,53 of 57,,,54 of 80,93 of 111,184 of 203,,,2 of 2,2 of 2,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,1:27,4:46,4:45,,,0 of 1,0 of 0,0 of 0,,,5 of 6,1 of 2,0 of 0,,,0 of 2,0 of 0,1 of 1,,,3 of 6,1 of 2,1 of 1,,,2 of 3,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,40 of 56,43 of 52,46 of 50,,,1 of 2,5 of 6,7 of 7,,,1 of 1,1 of 1,0 of 0,,,1 of 5,1 of 1,1 of 1,,,5 of 5,0 of 0,0 of 0,,,36 of 49,48 of 58,52 of 56,,,Welterweight,L,74.0,71.0,3.0,3.0,True,False,False,True,miguel baeza,punahele soriano,http://ufcstats.com/fighter-details/64facb6cc564262d|http://ufcstats.com/fighter-details/82d4c957649faf9b,0.6309403437815976,True,True,False
W,Joe Pyfer,Marc-Andre Barriault,http://ufcstats.com/fighter-details/c1085e1701b13eca,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Middleweight Bout,KO/TKO,1,1:25,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Bodybagz,Powerbar,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,1,,,,,8 of 10,,,,,8 of 10,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,0 of 5,,,,,0 of 5,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,4 of 5,,,,,1 of 2,,,,,3 of 3,,,,,7 of 9,,,,,0 of 0,,,,,1 of 1,,,,,0 of 3,,,,,0 of 1,,,,,0 of 1,,,,,0 of 5,,,,,0 of 0,,,,,0 of 0,,,,,Middleweight,W,74.0,73.0,1.0,1.0,True,True,True,False,joe pyfer,marc andre barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d|http://ufcstats.com/fighter-details/c1085e1701b13eca,0.7307110438729199,True,True,True
W,Ian Machado Garry,Michael Page,http://ufcstats.com/fighter-details/442c9011034ae1fd,http://ufcstats.com/fighter-details/a67d071163962af8,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Chris Lee 28 - 29.,The Future,Venom,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,0,0.0,0.0,,,2 of 6,9 of 21,8 of 12,,,27 of 41,10 of 22,28 of 38,,,1 of 1,0 of 1,1 of 3,,,2,0.0,0.0,,,0,0.0,0.0,,,3:52,1:41,1:56,,,0,0.0,0.0,,,2 of 6,14 of 23,5 of 9,,,7 of 12,31 of 41,14 of 21,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:15,1:37,,,2 of 4,4 of 13,6 of 9,,,0 of 2,2 of 3,1 of 2,,,0 of 0,3 of 5,1 of 1,,,1 of 4,5 of 15,3 of 6,,,0 of 0,4 of 6,1 of 1,,,1 of 2,0 of 0,4 of 5,,,2 of 4,9 of 16,4 of 8,,,0 of 0,3 of 4,1 of 1,,,0 of 2,2 of 3,0 of 0,,,2 of 5,12 of 20,5 of 9,,,0 of 1,0 of 0,0 of 0,,,0 of 0,2 of 3,0 of 0,,,Welterweight,W,75.0,74.0,1.0,1.0,True,True,True,False,ian machado garry,michael page,http://ufcstats.com/fighter-details/442c9011034ae1fd|http://ufcstats.com/fighter-details/a67d071163962af8,0.6287128712871287,True,True,True
W,Payton Talbott,Yanis Ghemmouri,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,Bantamweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,--,The Desert Warrior,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,1,,,,,13 of 13,,,,,13 of 13,,,,,0 of 0,,,,,0,,,,,0,,,,,0:01,,,,,0,,,,,1 of 2,,,,,1 of 2,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,12 of 12,,,,,0 of 0,,,,,1 of 1,,,,,4 of 4,,,,,0 of 0,,,,,9 of 9,,,,,0 of 1,,,,,0 of 0,,,,,1 of 1,,,,,1 of 2,,,,,0 of 0,,,,,0 of 0,,,,,Bantamweight,W,70.0,69.0,1.0,1.0,True,True,True,False,payton talbott,yanis ghemmouri,http://ufcstats.com/fighter-details/6e743a33d56bdaa4|http://ufcstats.com/fighter-details/eb70e786bbdf1d16,0.8998646820027064,True,True,True
L,Anthony Smith,Roman Dolidze,http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fighter-details/327d5f279895110d,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 27 - 30. Junichiro Kamijo 28 - 29. Ron McCarthy 28 - 29.,Lionheart,--,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,0,0.0,0.0,,,18 of 32,11 of 16,22 of 45,,,18 of 32,11 of 16,22 of 45,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,22 of 52,48 of 73,30 of 60,,,22 of 52,51 of 76,30 of 60,,,0 of 0,1 of 2,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,3:33,0:00,,,6 of 19,4 of 8,17 of 40,,,3 of 3,0 of 0,1 of 1,,,9 of 10,7 of 8,4 of 4,,,18 of 32,11 of 16,22 of 45,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,4 of 27,40 of 63,17 of 45,,,4 of 6,4 of 4,4 of 6,,,14 of 19,4 of 6,9 of 9,,,21 of 51,14 of 22,30 of 59,,,1 of 1,2 of 2,0 of 1,,,0 of 0,32 of 49,0 of 0,,,Light Heavyweight,L,76.0,74.0,2.0,2.0,True,False,False,True,anthony smith,roman dolidze,http://ufcstats.com/fighter-details/327d5f279895110d|http://ufcstats.com/fighter-details/d4c9dcd330403612,0.558797046641455,False,False,True
L,Charles Jourdain,Jean Silva,http://ufcstats.com/fighter-details/f1d64ae34e088832,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Featherweight Bout,KO/TKO,2,1:22,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch,Air,Lord,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,0,0.0,,,,20 of 40,3 of 6,,,,20 of 41,4 of 7,,,,2 of 5,1 of 2,,,,0,0.0,,,,0,0.0,,,,0:34,0:43,,,,1,1.0,,,,25 of 45,9 of 10,,,,26 of 46,9 of 10,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:07,0:02,,,,4 of 22,2 of 4,,,,10 of 12,1 of 2,,,,6 of 6,0 of 0,,,,16 of 35,1 of 4,,,,3 of 3,2 of 2,,,,1 of 2,0 of 0,,,,21 of 41,5 of 6,,,,3 of 3,4 of 4,,,,1 of 1,0 of 0,,,,11 of 27,3 of 4,,,,11 of 14,5 of 5,,,,3 of 4,1 of 1,,,,Featherweight,L,69.0,67.0,2.0,2.0,True,False,False,True,charles jourdain,jean silva,http://ufcstats.com/fighter-details/52ef95b5860fb28c|http://ufcstats.com/fighter-details/f1d64ae34e088832,0.551441114716549,True,True,False
L,Cub Swanson,Andre Fili,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/8fd808923cffff82,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Adalaide Byrd 29 - 28. Ron McCarthy 28 - 29.,--,Touchy,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,0,0.0,0.0,,,20 of 31,12 of 29,30 of 51,,,20 of 31,22 of 39,48 of 70,,,0 of 0,0 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:07,0:19,0:03,,,0,0.0,0.0,,,18 of 42,18 of 35,31 of 70,,,19 of 43,18 of 35,33 of 73,,,0 of 1,1 of 4,1 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,2:27,1:23,,,9 of 18,11 of 27,23 of 41,,,3 of 4,0 of 1,4 of 6,,,8 of 9,1 of 1,3 of 4,,,18 of 29,11 of 28,24 of 44,,,2 of 2,1 of 1,6 of 7,,,0 of 0,0 of 0,0 of 0,,,12 of 31,14 of 29,23 of 58,,,4 of 8,4 of 6,5 of 8,,,2 of 3,0 of 0,3 of 4,,,13 of 36,15 of 29,24 of 61,,,5 of 6,3 of 6,7 of 9,,,0 of 0,0 of 0,0 of 0,,,Featherweight,L,68.0,71.0,-3.0,3.0,False,False,True,False,cub swanson,andre fili,http://ufcstats.com/fighter-details/8fd808923cffff82|http://ufcstats.com/fighter-details/d247691a6c0e9034,0.6634806849860614,False,True,True
W,Brunno Ferreira,Dustin Stoltzfus,http://ufcstats.com/fighter-details/1e719d4b676dc19a,http://ufcstats.com/fighter-details/71505842fb6455c3,Middleweight Bout,KO/TKO,1,4:51,3 Rnd (5-5-5),Jason Herzog,Spinning Back Elbow to Head At Distance,The Hulk,--,2024-06-08,"Louisville, Kentucky, USA",http://ufcstats.com/event-details/cba3a2dfbc06ce79,1,,,,,24 of 36,,,,,27 of 40,,,,,0 of 0,,,,,0,,,,,0,,,,,0:10,,,,,0,,,,,18 of 40,,,,,20 of 44,,,,,1 of 2,,,,,2,,,,,0,,,,,1:31,,,,,16 of 27,,,,,6 of 7,,,,,2 of 2,,,,,22 of 33,,,,,2 of 3,,,,,0 of 0,,,,,12 of 34,,,,,4 of 4,,,,,2 of 2,,,,,13 of 34,,,,,3 of 3,,,,,2 of 3,,,,,Middleweight,W,70.0,72.0,-2.0,2.0,False,True,False,True,brunno ferreira,dustin stoltzfus,http://ufcstats.com/fighter-details/1e719d4b676dc19a|http://ufcstats.com/fighter-details/71505842fb6455c3,0.7095435684647303,True,False,True
L,Mayra Bueno Silva,Macy Chiasson,http://ufcstats.com/fighter-details/cc8c623cca88f54f,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,Women's Bantamweight Bout,TKO - Doctor's Stoppage,2,1:58,3 Rnd (5-5-5),Chris Tognoni,Cut,Sheetara,--,2024-06-29,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f3743d8ef5dde970,0,0.0,,,,42 of 52,4 of 7,,,,47 of 57,6 of 9,,,,0 of 4,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:58,0:21,,,,0,0.0,,,,37 of 62,13 of 23,,,,50 of 75,14 of 24,,,,0 of 0,1 of 1,,,,0,0.0,,,,0,0.0,,,,0:28,1:20,,,,20 of 28,4 of 6,,,,20 of 22,0 of 0,,,,2 of 2,0 of 1,,,,19 of 27,2 of 5,,,,23 of 25,0 of 0,,,,0 of 0,2 of 2,,,,21 of 44,6 of 15,,,,13 of 15,0 of 1,,,,3 of 3,7 of 7,,,,19 of 41,3 of 11,,,,18 of 21,0 of 2,,,,0 of 0,10 of 10,,,,Women's Bantamweight,L,66.0,71.0,-5.0,5.0,False,False,True,False,mayra bueno silva,macy chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b|http://ufcstats.com/fighter-details/cc8c623cca88f54f,0.5203045685279188,False,True,True
L,Jared Cannonier,Nassourdine Imavov,http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fighter-details/881bf86d4cba8578,Middleweight Bout,KO/TKO,4,1:34,5 Rnd (5-5-5-5-5),Jason Herzog,Punches to Head At Distance,The Killa Gorilla,--,2024-06-08,"Louisville, Kentucky, USA",http://ufcstats.com/event-details/cba3a2dfbc06ce79,0,0.0,0.0,0.0,,21 of 32,17 of 32,18 of 30,8 of 15,,38 of 52,27 of 42,29 of 43,8 of 15,,1 of 1,0 of 0,0 of 0,0 of 0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,2:05,2:16,1:57,0:00,,0,0.0,0.0,0.0,,14 of 30,28 of 46,21 of 32,19 of 26,,16 of 32,36 of 54,33 of 45,21 of 28,,1 of 1,0 of 0,1 of 2,0 of 0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0:10,0:00,0:46,0:14,,13 of 23,12 of 25,12 of 23,5 of 10,,2 of 2,3 of 4,2 of 2,2 of 3,,6 of 7,2 of 3,4 of 5,1 of 2,,20 of 31,15 of 30,15 of 25,8 of 14,,1 of 1,2 of 2,3 of 5,0 of 1,,0 of 0,0 of 0,0 of 0,0 of 0,,7 of 23,19 of 37,18 of 28,17 of 24,,4 of 4,7 of 7,3 of 4,2 of 2,,3 of 3,2 of 2,0 of 0,0 of 0,,12 of 28,17 of 34,21 of 32,14 of 20,,1 of 1,11 of 12,0 of 0,5 of 6,,1 of 1,0 of 0,0 of 0,0 of 0,,Middleweight,L,71.0,75.0,-4.0,4.0,False,False,True,False,jared cannonier,nassourdine imavov,http://ufcstats.com/fighter-details/13a0275fa13c4d26|http://ufcstats.com/fighter-details/881bf86d4cba8578,0.5427435387673957,False,True,True
W,Dominick Reyes,Dustin Jacoby,http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fighter-details/e4277e87a789d687,Light Heavyweight Bout,KO/TKO,1,2:00,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,The Devastator,The Hanyak,2024-06-08,"Louisville, Kentucky, USA",http://ufcstats.com/event-details/cba3a2dfbc06ce79,2,,,,,20 of 33,,,,,20 of 33,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,0,,,,,6 of 16,,,,,6 of 16,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,15 of 26,,,,,3 of 4,,,,,2 of 3,,,,,16 of 24,,,,,2 of 3,,,,,2 of 6,,,,,1 of 7,,,,,0 of 1,,,,,5 of 8,,,,,6 of 16,,,,,0 of 0,,,,,0 of 0,,,,,Light Heavyweight,W,76.0,75.0,1.0,1.0,True,True,True,False,dominick reyes,dustin jacoby,http://ufcstats.com/fighter-details/2e19380f34871c6a|http://ufcstats.com/fighter-details/e4277e87a789d687,0.6744186046511629,False,False,False
L,Kyung Ho Kang,Muin Gafurov,http://ufcstats.com/fighter-details/a7897d200692ab64,http://ufcstats.com/fighter-details/a54660deb6a8489c,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Anders Ohlsson 27 - 30. Clemens Werner 27 - 30.,Mr. Perfect,Tajik,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,3 of 11,9 of 16,0 of 8,,,43 of 52,40 of 49,36 of 51,,,0 of 4,1 of 3,2 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,0:39,1:54,2:23,,,0,0.0,0.0,,,15 of 21,22 of 33,10 of 17,,,44 of 53,40 of 55,26 of 36,,,0 of 0,1 of 2,0 of 1,,,0,0.0,0.0,,,0,1.0,0.0,,,3:02,2:09,1:27,,,0 of 8,8 of 15,0 of 5,,,1 of 1,1 of 1,0 of 2,,,2 of 2,0 of 0,0 of 1,,,3 of 11,8 of 15,0 of 7,,,0 of 0,0 of 0,0 of 1,,,0 of 0,1 of 1,0 of 0,,,10 of 14,9 of 17,8 of 14,,,2 of 4,6 of 8,2 of 2,,,3 of 3,7 of 8,0 of 1,,,7 of 13,13 of 24,5 of 10,,,0 of 0,4 of 4,2 of 2,,,8 of 8,5 of 5,3 of 5,,,Bantamweight,L,69.0,67.0,2.0,2.0,True,False,False,True,kyung ho kang,muin gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c|http://ufcstats.com/fighter-details/a7897d200692ab64,0.6230031948881789,False,False,True
