result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_taller,market_fav_won
W,Magomed Gadzhiyasulov,Brendson Ribeiro,http://ufcstats.com/fighter-details/6e344b71421103da,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,Light Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mark Collett 28 - 29. David Lethaby 28 - 29. Vito Paolillo 28 - 28.,--,The Gorilla,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,8 of 11,11 of 18,7 of 10,,,29 of 42,33 of 53,31 of 40,,,1 of 1,1 of 1,3 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,1:43,3:41,4:35,,,0,0.0,0.0,,,11 of 22,5 of 10,1 of 3,,,14 of 29,8 of 13,7 of 9,,,3 of 5,0 of 0,0 of 1,,,0,1.0,0.0,,,0,1.0,0.0,,,1:36,0:20,0:00,,,1 of 3,7 of 12,7 of 10,,,3 of 3,1 of 1,0 of 0,,,4 of 5,3 of 5,0 of 0,,,4 of 7,7 of 13,1 of 3,,,4 of 4,0 of 0,0 of 0,,,0 of 0,4 of 5,6 of 7,,,5 of 14,0 of 2,1 of 3,,,2 of 2,2 of 2,0 of 0,,,4 of 6,3 of 6,0 of 0,,,7 of 16,5 of 10,1 of 3,,,3 of 5,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,Light Heavyweight,W,74.0,75.0,-1.0,1.0,False,True,False,True,magomed gadzhiyasulov,brendson ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d|http://ufcstats.com/fighter-details/6e344b71421103da,0.7581792318634424,True,False,True
W,Rinat Fakhretdinov,Nicolas Dalby,http://ufcstats.com/fighter-details/8f765fd5775a8873,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 28 - 29. Anders Ohlsson 29 - 28. David Lethaby 28 - 29.,Gladiator,Danish Dynamite,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,27 of 52,24 of 46,17 of 36,,,40 of 66,37 of 62,22 of 45,,,1 of 3,2 of 2,2 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,1:36,1:23,3:18,,,0,0.0,0.0,,,17 of 41,31 of 53,18 of 40,,,31 of 58,48 of 71,44 of 66,,,0 of 2,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:17,1:57,0:43,,,21 of 43,17 of 36,15 of 34,,,4 of 5,6 of 8,0 of 0,,,2 of 4,1 of 2,2 of 2,,,21 of 45,14 of 34,14 of 30,,,6 of 7,10 of 12,3 of 6,,,0 of 0,0 of 0,0 of 0,,,6 of 27,17 of 34,13 of 35,,,7 of 10,13 of 18,5 of 5,,,4 of 4,1 of 1,0 of 0,,,11 of 32,15 of 33,12 of 30,,,6 of 9,16 of 20,6 of 10,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,72.0,71.0,1.0,1.0,True,True,True,False,rinat fakhretdinov,nicolas dalby,http://ufcstats.com/fighter-details/8f765fd5775a8873|http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,0.7659021045164341,True,True,True
W,Nasrat Haqparast,Jared Gordon,http://ufcstats.com/fighter-details/b7b84ccd221be298,http://ufcstats.com/fighter-details/7026eca45f65377b,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Clemens Werner 29 - 28. Mark Collett 28 - 29. Sal D'amato 28 - 29.,--,Flash,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,35 of 64,37 of 80,74 of 172,,,35 of 66,47 of 91,74 of 173,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:03,0:00,0:00,,,0,0.0,0.0,,,16 of 56,55 of 88,70 of 155,,,21 of 63,79 of 120,70 of 155,,,0 of 7,0 of 1,0 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,1:13,1:34,0:02,,,27 of 55,27 of 68,68 of 165,,,8 of 9,10 of 12,5 of 6,,,0 of 0,0 of 0,1 of 1,,,30 of 56,30 of 71,73 of 171,,,0 of 0,7 of 9,1 of 1,,,5 of 8,0 of 0,0 of 0,,,11 of 48,49 of 81,65 of 146,,,2 of 4,6 of 7,4 of 8,,,3 of 4,0 of 0,1 of 1,,,14 of 50,44 of 70,70 of 154,,,2 of 6,11 of 18,0 of 1,,,0 of 0,0 of 0,0 of 0,,,Lightweight,W,70.0,69.0,1.0,1.0,True,True,True,False,nasrat haqparast,jared gordon,http://ufcstats.com/fighter-details/7026eca45f65377b|http://ufcstats.com/fighter-details/b7b84ccd221be298,0.6853932584269663,True,True,True
L,Muhammad Naimov,Felipe Lima,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,http://ufcstats.com/fighter-details/9256f591b30c073e,Featherweight Bout,Submission,3,1:15,3 Rnd (5-5-5),Thomas Fan,Rear Naked Choke,Hillman,Jungle Boy,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,7 of 19,18 of 54,5 of 12,,,31 of 53,18 of 54,6 of 13,,,1 of 2,0 of 2,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,2:14,0:22,0:00,,,0,0.0,0.0,,,14 of 23,21 of 36,2 of 11,,,35 of 47,24 of 39,3 of 12,,,0 of 0,0 of 1,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,0:43,0:00,0:23,,,3 of 13,10 of 39,1 of 8,,,1 of 3,3 of 10,2 of 2,,,3 of 3,5 of 5,2 of 2,,,5 of 11,17 of 51,4 of 10,,,0 of 2,1 of 3,1 of 2,,,2 of 6,0 of 0,0 of 0,,,3 of 12,7 of 19,0 of 6,,,5 of 5,8 of 10,1 of 4,,,6 of 6,6 of 7,1 of 1,,,10 of 18,20 of 35,1 of 7,,,4 of 5,1 of 1,1 of 4,,,0 of 0,0 of 0,0 of 0,,,Featherweight,L,69.0,66.0,3.0,3.0,True,False,False,True,muhammad naimov,felipe lima,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7|http://ufcstats.com/fighter-details/9256f591b30c073e,0.551441114716549,True,True,False
L,Johnny Walker,Volkan Oezdemir,http://ufcstats.com/fighter-details/c21f26bbde777573,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Light Heavyweight Bout,KO/TKO,1,2:28,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,--,No Time,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,,,,,15 of 33,,,,,15 of 33,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,2,,,,,37 of 67,,,,,37 of 67,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,6 of 20,,,,,3 of 6,,,,,6 of 7,,,,,15 of 33,,,,,0 of 0,,,,,0 of 0,,,,,22 of 49,,,,,9 of 12,,,,,6 of 6,,,,,33 of 59,,,,,2 of 4,,,,,2 of 4,,,,,Light Heavyweight,L,78.0,74.0,4.0,4.0,True,False,False,True,johnny walker,volkan oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3|http://ufcstats.com/fighter-details/c21f26bbde777573,0.5427435387673957,True,True,False
L,Sergei Pavlovich,Alexander Volkov,http://ufcstats.com/fighter-details/f14cf73e51b29254,http://ufcstats.com/fighter-details/279566840aa55bf2,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 27 - 30. Clemens Werner 27 - 30. Vito Paolillo 28 - 29.,--,Drago,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,15 of 43,15 of 39,16 of 52,,,15 of 43,15 of 39,16 of 52,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:15,,,0,0.0,0.0,,,26 of 50,31 of 55,26 of 54,,,26 of 50,31 of 55,26 of 55,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,14 of 40,10 of 33,14 of 47,,,1 of 3,5 of 6,1 of 4,,,0 of 0,0 of 0,1 of 1,,,15 of 43,15 of 39,16 of 52,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,9 of 25,9 of 24,17 of 40,,,6 of 10,6 of 12,4 of 6,,,11 of 15,16 of 19,5 of 8,,,26 of 50,31 of 55,26 of 54,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Heavyweight,L,75.0,79.0,-4.0,4.0,False,False,True,False,sergei pavlovich,alexander volkov,http://ufcstats.com/fighter-details/279566840aa55bf2|http://ufcstats.com/fighter-details/f14cf73e51b29254,0.6634806849860614,True,False,False
W,Shara Magomedov,Antonio Trocoli,http://ufcstats.com/fighter-details/06734ca9d88dec3a,http://ufcstats.com/fighter-details/6d48a2df51749d91,Middleweight Bout,KO/TKO,3,2:27,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,Bullet,Malvado,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,1.0,,,19 of 27,30 of 40,33 of 41,,,39 of 48,36 of 47,33 of 41,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:17,0:00,,,0,0.0,0.0,,,12 of 17,4 of 11,0 of 6,,,26 of 41,13 of 30,0 of 6,,,0 of 3,0 of 4,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,3:05,1:37,0:00,,,4 of 12,8 of 18,16 of 22,,,5 of 5,11 of 11,6 of 8,,,10 of 10,11 of 11,11 of 11,,,17 of 25,21 of 30,31 of 39,,,2 of 2,9 of 10,2 of 2,,,0 of 0,0 of 0,0 of 0,,,7 of 11,1 of 6,0 of 5,,,4 of 4,3 of 5,0 of 1,,,1 of 2,0 of 0,0 of 0,,,9 of 14,3 of 10,0 of 5,,,3 of 3,1 of 1,0 of 1,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,74.0,77.0,-3.0,3.0,False,True,False,True,shara magomedov,antonio trocoli,http://ufcstats.com/fighter-details/06734ca9d88dec3a|http://ufcstats.com/fighter-details/6d48a2df51749d91,0.8422876949740035,True,False,True
W,Kelvin Gastelum,Daniel Rodriguez,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29. Mark Collett 27 - 30. Clemens Werner 27 - 30.,--,D-Rod,2024-06-22,"Riyadh, Riyadh, Saudi Arabia",http://ufcstats.com/event-details/b12a1d19ee383b7c,0,0.0,0.0,,,44 of 93,37 of 86,31 of 59,,,45 of 94,39 of 88,39 of 68,,,0 of 0,2 of 2,2 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:05,0:25,2:17,,,0,0.0,0.0,,,46 of 91,53 of 113,28 of 61,,,46 of 92,53 of 113,33 of 68,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,27 of 70,27 of 72,23 of 51,,,6 of 10,4 of 6,4 of 4,,,11 of 13,6 of 8,4 of 4,,,44 of 93,37 of 86,24 of 47,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,7 of 12,,,25 of 67,38 of 97,19 of 50,,,15 of 17,13 of 14,8 of 10,,,6 of 7,2 of 2,1 of 1,,,46 of 91,53 of 113,28 of 61,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,69.0,73.0,-4.0,4.0,False,True,False,True,kelvin gastelum,daniel rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6|http://ufcstats.com/fighter-details/8c0580d4fff106c1,0.6498905908096281,True,False,True
L,Alex Perez,Tatsuro Taira,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,http://ufcstats.com/fighter-details/4461d7e47375a895,Flyweight Bout,KO/TKO,2,2:59,5 Rnd (5-5-5-5-5),Herb Dean,"to   Standing Back Control
      Leg injury to Perez",--,--,2024-06-15,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9c5828c6fd9dc948,0,0.0,,,,23 of 43,18 of 34,,,,27 of 47,18 of 34,,,,1 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:24,0:00,,,,0,0.0,,,,17 of 43,14 of 23,,,,18 of 44,25 of 34,,,,0 of 0,2 of 2,,,,0,0.0,,,,0,0.0,,,,0:00,0:48,,,,9 of 23,13 of 26,,,,9 of 12,1 of 1,,,,5 of 8,4 of 7,,,,16 of 34,15 of 30,,,,7 of 9,3 of 4,,,,0 of 0,0 of 0,,,,14 of 38,11 of 19,,,,2 of 3,0 of 1,,,,1 of 2,3 of 3,,,,14 of 36,14 of 23,,,,3 of 7,0 of 0,,,,0 of 0,0 of 0,,,,Flyweight,L,66.0,67.0,-1.0,1.0,False,False,True,False,alex perez,tatsuro taira,http://ufcstats.com/fighter-details/4461d7e47375a895|http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,0.6805678793256433,False,True,True
L,Cody Durden,Bruno Silva,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,http://ufcstats.com/fighter-details/294aa73dbf37d281,Flyweight Bout,KO/TKO,2,2:58,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard,--,Bulldog,2024-07-20,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c11036da9162cb5f,0,0.0,,,,24 of 57,4 of 6,,,,25 of 58,6 of 10,,,,0 of 0,1 of 1,,,,0,3.0,,,,0,0.0,,,,0:12,2:23,,,,0,1.0,,,,22 of 47,20 of 26,,,,23 of 48,22 of 29,,,,0 of 1,0 of 1,,,,0,0.0,,,,0,0.0,,,,0:12,0:11,,,,16 of 46,4 of 6,,,,5 of 7,0 of 0,,,,3 of 4,0 of 0,,,,24 of 57,3 of 5,,,,0 of 0,1 of 1,,,,0 of 0,0 of 0,,,,13 of 33,18 of 24,,,,5 of 9,1 of 1,,,,4 of 5,1 of 1,,,,21 of 46,3 of 5,,,,1 of 1,0 of 0,,,,0 of 0,17 of 21,,,,Flyweight,L,67.0,64.0,3.0,3.0,True,False,False,True,cody durden,bruno silva,http://ufcstats.com/fighter-details/294aa73dbf37d281|http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,0.5795601552393274,False,False,True
L,JeongYeong Lee,Hyder Amil,http://ufcstats.com/fighter-details/d008d785f6347dc2,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Featherweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Korean Tiger,The Hurricane,2024-07-20,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c11036da9162cb5f,0,,,,,4 of 10,,,,,4 of 10,,,,,0 of 0,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,42 of 63,,,,,42 of 63,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,3 of 9,,,,,1 of 1,,,,,0 of 0,,,,,4 of 10,,,,,0 of 0,,,,,0 of 0,,,,,37 of 54,,,,,2 of 3,,,,,3 of 6,,,,,42 of 63,,,,,0 of 0,,,,,0 of 0,,,,,Featherweight,L,70.0,69.0,1.0,1.0,True,False,False,True,jeongyeong lee,hyder amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe|http://ufcstats.com/fighter-details/d008d785f6347dc2,0.6574752261956054,True,True,False
W,Kurt Holobaugh,Kaynan Kruschewsky,http://ufcstats.com/fighter-details/a7151778b3381036,http://ufcstats.com/fighter-details/ca36633b80be4a78,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29. Sal D'amato 28 - 29. Anthony Maness 28 - 29.,--,Bahia,2024-07-20,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c11036da9162cb5f,0,0.0,0.0,,,26 of 65,48 of 79,18 of 27,,,52 of 100,66 of 101,53 of 74,,,0 of 2,1 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,1:57,1:28,1:56,,,0,0.0,0.0,,,31 of 57,36 of 65,22 of 34,,,38 of 67,40 of 69,37 of 59,,,0 of 0,1 of 1,2 of 2,,,0,2.0,0.0,,,0,0.0,0.0,,,0:18,0:32,1:57,,,15 of 49,34 of 64,9 of 18,,,7 of 11,10 of 11,8 of 8,,,4 of 5,4 of 4,1 of 1,,,19 of 50,42 of 71,13 of 20,,,7 of 15,6 of 8,5 of 7,,,0 of 0,0 of 0,0 of 0,,,15 of 39,28 of 53,18 of 28,,,15 of 17,8 of 12,4 of 6,,,1 of 1,0 of 0,0 of 0,,,16 of 39,25 of 54,12 of 21,,,15 of 18,11 of 11,2 of 4,,,0 of 0,0 of 0,8 of 9,,,Lightweight,W,71.0,72.0,-1.0,1.0,False,True,False,True,kurt holobaugh,kaynan kruschewsky,http://ufcstats.com/fighter-details/a7151778b3381036|http://ufcstats.com/fighter-details/ca36633b80be4a78,0.5795601552393274,False,True,False
L,Amanda Lemos,Virna Jandiroba,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/7dda2cf308f24a02,Women's Strawweight Bout,Submission,2,4:48,5 Rnd (5-5-5-5-5),Mark Smith,Armbar From Back Control,--,Carcara,2024-07-20,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c11036da9162cb5f,0,0.0,,,,1 of 1,1 of 8,,,,3 of 3,2 of 9,,,,0 of 0,0 of 0,,,,1,0.0,,,,1,0.0,,,,0:26,0:25,,,,0,0.0,,,,0 of 1,2 of 7,,,,8 of 9,12 of 18,,,,1 of 1,0 of 4,,,,2,2.0,,,,0,1.0,,,,3:42,2:45,,,,1 of 1,1 of 7,,,,0 of 0,0 of 0,,,,0 of 0,0 of 1,,,,0 of 0,1 of 8,,,,0 of 0,0 of 0,,,,1 of 1,0 of 0,,,,0 of 1,2 of 6,,,,0 of 0,0 of 0,,,,0 of 0,0 of 1,,,,0 of 1,2 of 7,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,Women's Strawweight,L,64.0,63.0,1.0,1.0,True,False,False,True,amanda lemos,virna jandiroba,http://ufcstats.com/fighter-details/3df5493bb279226f|http://ufcstats.com/fighter-details/7dda2cf308f24a02,0.5101214574898786,False,False,True
W,Dooho Choi,Bill Algeo,http://ufcstats.com/fighter-details/e93b04e308913c2e,http://ufcstats.com/fighter-details/9abc648e76c4493a,Featherweight Bout,KO/TKO,2,3:38,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,The Korean Superboy,Senor Perfecto,2024-07-20,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c11036da9162cb5f,0,0.0,,,,5 of 8,16 of 27,,,,13 of 17,19 of 30,,,,1 of 1,1 of 2,,,,3,0.0,,,,0,0.0,,,,1:02,0:31,,,,0,0.0,,,,6 of 12,11 of 37,,,,23 of 33,15 of 41,,,,2 of 3,0 of 0,,,,0,0.0,,,,1,0.0,,,,3:02,0:07,,,,5 of 7,10 of 21,,,,0 of 0,3 of 3,,,,0 of 1,3 of 3,,,,2 of 5,15 of 25,,,,3 of 3,0 of 1,,,,0 of 0,1 of 1,,,,5 of 9,6 of 27,,,,1 of 2,2 of 3,,,,0 of 1,3 of 7,,,,4 of 9,10 of 36,,,,1 of 1,1 of 1,,,,1 of 2,0 of 0,,,,Featherweight,W,70.0,72.0,-2.0,2.0,False,True,False,True,dooho choi,bill algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a|http://ufcstats.com/fighter-details/e93b04e308913c2e,0.6690070210631895,False,True,False
W,Jaqueline Amorim,Vanessa Demopoulos,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,http://ufcstats.com/fighter-details/2c483cf443f38ece,Women's Strawweight Bout,Submission,1,3:28,3 Rnd (5-5-5),Jacob Montalvo,Armbar From Back Control,--,Lil Monster,2024-09-07,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ee0b69e307c857e5,0,,,,,2 of 3,,,,,12 of 16,,,,,1 of 1,,,,,1,,,,,0,,,,,3:05,,,,,0,,,,,2 of 6,,,,,3 of 7,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1 of 1,,,,,1 of 2,,,,,0 of 0,,,,,1 of 2,,,,,0 of 0,,,,,1 of 1,,,,,0 of 3,,,,,2 of 3,,,,,0 of 0,,,,,2 of 6,,,,,0 of 0,,,,,0 of 0,,,,,Women's Strawweight,W,63.0,62.0,1.0,1.0,True,True,True,False,jaqueline amorim,vanessa demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece|http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,0.690792883054068,True,True,True
W,Isaac Dulgarian,Brendon Marotte,http://ufcstats.com/fighter-details/a57cb948c4c70a47,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,Featherweight Bout,Submission,2,4:19,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount,The Midwest Choppa,The Kid,2024-09-07,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ee0b69e307c857e5,0,0.0,,,,39 of 54,2 of 2,,,,57 of 94,45 of 53,,,,1 of 1,1 of 1,,,,1,1.0,,,,0,0.0,,,,4:57,4:15,,,,0,0.0,,,,2 of 6,1 of 1,,,,9 of 13,13 of 14,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,39 of 54,2 of 2,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,2 of 4,0 of 0,,,,0 of 0,0 of 0,,,,37 of 50,2 of 2,,,,2 of 6,0 of 0,,,,0 of 0,1 of 1,,,,0 of 0,0 of 0,,,,1 of 5,1 of 1,,,,0 of 0,0 of 0,,,,1 of 1,0 of 0,,,,Featherweight,W,67.0,69.0,-2.0,2.0,False,True,False,True,isaac dulgarian,brendon marotte,http://ufcstats.com/fighter-details/a57cb948c4c70a47|http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,0.9197080291970803,True,False,True
L,Yizha,Gabriel Santos,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,http://ufcstats.com/fighter-details/f2f140ce7532e327,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 26 - 30. David Lethaby 26 - 30. Bryan Miner 27 - 30.,--,Mosquitinho,2024-09-07,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/ee0b69e307c857e5,0,0.0,0.0,,,23 of 41,15 of 40,3 of 11,,,23 of 41,23 of 51,50 of 68,,,0 of 0,0 of 2,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:04,0:00,,,1,0.0,0.0,,,46 of 73,19 of 27,11 of 12,,,46 of 73,32 of 41,32 of 36,,,0 of 0,1 of 1,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:11,2:23,4:01,,,14 of 31,11 of 33,1 of 7,,,3 of 4,3 of 6,2 of 3,,,6 of 6,1 of 1,0 of 1,,,23 of 40,15 of 40,2 of 10,,,0 of 0,0 of 0,0 of 0,,,0 of 1,0 of 0,1 of 1,,,23 of 48,12 of 20,10 of 11,,,12 of 13,5 of 5,0 of 0,,,11 of 12,2 of 2,1 of 1,,,34 of 57,15 of 23,4 of 5,,,4 of 4,1 of 1,0 of 0,,,8 of 12,3 of 3,7 of 7,,,Featherweight,L,67.0,69.0,-2.0,2.0,False,False,True,False,yizha,gabriel santos,http://ufcstats.com/fighter-details/3f11fd1751fa83b1|http://ufcstats.com/fighter-details/f2f140ce7532e327,0.700162074554295,False,True,True
