result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
L,Nordine Taleb,Santiago Ponzinibbio,http://ufcstats.com/fighter-details/49858bf46dabf6fb,http://ufcstats.com/fighter-details/6d1bffff14897645,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cyril Desjardins,Ian Bridgeman 28 - 29. Sal D'amato 28 - 29. Craig Smith 28 - 29.,--,Argentine Dagger,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,0.0,0.0,,,14 of 37,8 of 29,26 of 55,,,14 of 37,17 of 38,26 of 55,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,1.0,0.0,,,7 of 37,20 of 53,26 of 81,,,7 of 37,32 of 65,26 of 81,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,1:58,0:00,,,3 of 21,2 of 15,10 of 31,,,3 of 7,1 of 7,4 of 9,,,8 of 9,5 of 7,12 of 15,,,14 of 37,8 of 29,26 of 55,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,5 of 33,13 of 44,24 of 79,,,0 of 2,5 of 7,0 of 0,,,2 of 2,2 of 2,2 of 2,,,7 of 37,15 of 42,26 of 81,,,0 of 0,0 of 0,0 of 0,,,0 of 0,5 of 11,0 of 0,,,L,1981-06-10,1986-09-26,74.0,73.0,35.69683155711616,30.40171940560039,False,http://ufcstats.com/fighter-details/49858bf46dabf6fb|http://ufcstats.com/fighter-details/6d1bffff14897645,0.7362296353762607,False,True,1.3076923076923077,-325.0,5.295112151515774,-1.0,30.76923076923077
W,Aiemann Zahabi,Reginaldo Vieira,http://ufcstats.com/fighter-details/24656ef4d605c96f,http://ufcstats.com/fighter-details/f9081770e28ea2e1,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Robert MacAvoy 27 - 30. Ian Bridgeman 28 - 29. Sal D'amato 28 - 29.,--,--,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,1.0,0.0,,,12 of 35,17 of 32,15 of 45,,,12 of 35,18 of 33,15 of 45,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:12,0:00,,,0,0.0,0.0,,,24 of 73,13 of 49,27 of 68,,,24 of 73,22 of 58,27 of 68,,,2 of 4,0 of 4,0 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:33,1:33,0:17,,,10 of 33,15 of 29,14 of 41,,,1 of 1,1 of 2,1 of 4,,,1 of 1,1 of 1,0 of 0,,,11 of 34,15 of 27,15 of 45,,,0 of 0,0 of 1,0 of 0,,,1 of 1,2 of 4,0 of 0,,,8 of 52,5 of 34,14 of 52,,,5 of 9,2 of 5,5 of 8,,,11 of 12,6 of 10,8 of 8,,,21 of 68,11 of 47,27 of 68,,,1 of 3,2 of 2,0 of 0,,,2 of 2,0 of 0,0 of 0,,,W,1987-11-19,1982-11-26,68.0,65.0,29.254536369672202,34.234789215384296,True,http://ufcstats.com/fighter-details/24656ef4d605c96f|http://ufcstats.com/fighter-details/f9081770e28ea2e1,0.7107039537126325,True,True,1.3636363636363638,-274.9999999999999,4.980252845712094,3.0,36.363636363636374
L,Carla Esparza,Randa Markos,http://ufcstats.com/fighter-details/d910665038efc639,http://ufcstats.com/fighter-details/4a57ebb14315b251,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Robert MacAvoy 29 - 28. Hubert Earle 28 - 29. Don Robinson 28 - 29.,Cookie Monster,Quiet Storm,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,0.0,0.0,,,10 of 29,13 of 51,9 of 52,,,13 of 32,14 of 52,10 of 53,,,1 of 1,1 of 1,2 of 8,,,0,1.0,0.0,,,0,0.0,0.0,,,1:16,1:05,0:25,,,0,0.0,0.0,,,26 of 49,10 of 25,12 of 36,,,31 of 55,19 of 34,12 of 37,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,0:14,0:04,0:00,,,10 of 29,13 of 50,7 of 48,,,0 of 0,0 of 1,2 of 4,,,0 of 0,0 of 0,0 of 0,,,5 of 22,13 of 50,6 of 46,,,0 of 0,0 of 1,2 of 5,,,5 of 7,0 of 0,1 of 1,,,26 of 49,10 of 25,11 of 35,,,0 of 0,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,5 of 25,10 of 25,12 of 35,,,0 of 0,0 of 0,0 of 1,,,21 of 24,0 of 0,0 of 0,,,L,1987-10-10,1985-08-10,63.0,63.0,29.364052649951745,31.529737092479653,False,http://ufcstats.com/fighter-details/4a57ebb14315b251|http://ufcstats.com/fighter-details/d910665038efc639,0.6842105263157895,True,False,1.3846153846153846,-260.0,2.1656844425279083,0.0,-100.0
W,Sara McMann,Gina Mazany,http://ufcstats.com/fighter-details/7be74a12d7352df2,http://ufcstats.com/fighter-details/016a8d958883167c,Women's Bantamweight Bout,Submission,1,1:14,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Mount,--,Danger,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,,,,,7 of 14,,,,,7 of 14,,,,,2 of 2,,,,,1,,,,,0,,,,,1:02,,,,,0,,,,,0 of 2,,,,,0 of 2,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,6 of 13,,,,,1 of 1,,,,,0 of 0,,,,,3 of 5,,,,,0 of 0,,,,,4 of 9,,,,,0 of 2,,,,,0 of 0,,,,,0 of 0,,,,,0 of 1,,,,,0 of 1,,,,,0 of 0,,,,,W,1980-09-24,1988-08-19,66.0,68.0,36.405949471926185,28.504349849757354,True,http://ufcstats.com/fighter-details/016a8d958883167c|http://ufcstats.com/fighter-details/7be74a12d7352df2,0.8524590163934427,True,True,1.125,-800.0,-7.901599622168831,-2.0,12.5
W,Elias Theodorou,Cezar Ferreira,http://ufcstats.com/fighter-details/34f88592c0ab7a54,http://ufcstats.com/fighter-details/dbc17725b887860a,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Robert MacAvoy 27 - 30. Don Robinson 28 - 29. Craig Smith 28 - 29.,The Spartan,Mutante,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,0.0,0.0,,,12 of 51,15 of 31,11 of 34,,,18 of 63,32 of 48,20 of 44,,,0 of 1,1 of 2,0 of 1,,,0,0.0,0.0,,,0,1.0,1.0,,,0:39,1:46,0:17,,,0,0.0,0.0,,,9 of 19,1 of 9,1 of 10,,,9 of 19,1 of 9,1 of 10,,,0 of 0,2 of 3,1 of 3,,,0,2.0,0.0,,,0,0.0,0.0,,,0:00,0:48,0:57,,,2 of 33,12 of 25,4 of 22,,,5 of 10,1 of 3,2 of 3,,,5 of 8,2 of 3,5 of 9,,,11 of 50,7 of 21,10 of 33,,,1 of 1,1 of 1,1 of 1,,,0 of 0,7 of 9,0 of 0,,,4 of 14,0 of 5,0 of 7,,,3 of 3,0 of 2,0 of 1,,,2 of 2,1 of 2,1 of 2,,,9 of 19,1 of 7,1 of 10,,,0 of 0,0 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1988-05-31,1985-02-15,75.0,78.0,28.723382410316432,32.01160872570963,True,http://ufcstats.com/fighter-details/34f88592c0ab7a54|http://ufcstats.com/fighter-details/dbc17725b887860a,0.5108342361863489,False,False,1.869565217391304,-115.00000000000004,-3.288226315393196,3.0,-100.0
W,Derrick Lewis,Travis Browne,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Heavyweight Bout,KO/TKO,2,3:12,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punch to Head At Distance,The Black Beast,Hapa,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,1.0,,,,4 of 18,35 of 53,,,,4 of 18,35 of 53,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:10,1:30,,,,0,0.0,,,,18 of 35,3 of 12,,,,20 of 37,3 of 12,,,,0 of 0,0 of 1,,,,0,0.0,,,,0,0.0,,,,0:04,0:00,,,,2 of 14,35 of 53,,,,0 of 2,0 of 0,,,,2 of 2,0 of 0,,,,3 of 17,18 of 33,,,,1 of 1,0 of 0,,,,0 of 0,17 of 20,,,,0 of 8,0 of 6,,,,10 of 19,2 of 4,,,,8 of 8,1 of 2,,,,18 of 34,3 of 11,,,,0 of 0,0 of 1,,,,0 of 1,0 of 0,,,,W,1985-02-07,1982-07-17,79.0,79.0,32.033511981765535,34.59619294030678,True,http://ufcstats.com/fighter-details/3236bf606fe9fa5b|http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0.5108342361863489,False,False,1.869565217391304,-115.00000000000004,-2.562680958541243,0.0,-100.0
W,Arnold Allen,Makwan Amirkhani,http://ufcstats.com/fighter-details/040a74bb0a465c54,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Neil Hall,Howard Hughes 29 - 28. Mark Collett 27 - 30. Paul Sutherland 27 - 30.,Almighty,Mr. Finland,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,0,0.0,0.0,,,8 of 29,10 of 17,14 of 28,,,23 of 44,36 of 43,16 of 31,,,1 of 2,0 of 0,2 of 4,,,0,1.0,0.0,,,0,0.0,0.0,,,1:58,2:11,1:24,,,0,0.0,0.0,,,6 of 13,3 of 7,8 of 26,,,8 of 16,10 of 17,14 of 32,,,2 of 3,1 of 2,1 of 7,,,2,1.0,0.0,,,0,0.0,1.0,,,1:51,2:24,1:23,,,4 of 23,9 of 14,14 of 27,,,4 of 4,1 of 3,0 of 1,,,0 of 2,0 of 0,0 of 0,,,4 of 21,2 of 5,10 of 22,,,1 of 3,0 of 1,1 of 3,,,3 of 5,8 of 11,3 of 3,,,5 of 11,2 of 6,8 of 24,,,1 of 2,1 of 1,0 of 2,,,0 of 0,0 of 0,0 of 0,,,4 of 10,2 of 6,7 of 25,,,0 of 1,0 of 0,0 of 0,,,2 of 2,1 of 1,1 of 1,,,W,1994-01-22,1988-11-08,70.0,72.0,23.15174165109482,28.356502871379973,True,http://ufcstats.com/fighter-details/040a74bb0a465c54|http://ufcstats.com/fighter-details/87a1dc546b1c5caf,0.5108342361863489,True,True,1.869565217391304,-115.00000000000004,5.204761220285153,-2.0,86.9565217391304
L,Sam Sicilia,Gavin Tucker,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,http://ufcstats.com/fighter-details/da816417a579a0bd,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cyril Desjardins,Ian Bridgeman 27 - 30. Sal D'amato 27 - 30. Craig Smith 27 - 30.,--,Guv'nor,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,0.0,0.0,,,2 of 12,2 of 24,6 of 51,,,2 of 12,2 of 24,6 of 52,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:26,,,0,0.0,0.0,,,18 of 47,22 of 60,15 of 56,,,18 of 47,22 of 60,20 of 61,,,0 of 0,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:15,,,1 of 9,2 of 22,6 of 49,,,0 of 2,0 of 1,0 of 2,,,1 of 1,0 of 1,0 of 0,,,2 of 12,2 of 24,5 of 48,,,0 of 0,0 of 0,1 of 3,,,0 of 0,0 of 0,0 of 0,,,7 of 34,8 of 39,10 of 47,,,4 of 6,3 of 10,5 of 9,,,7 of 7,11 of 11,0 of 0,,,17 of 46,22 of 60,14 of 53,,,1 of 1,0 of 0,1 of 3,,,0 of 0,0 of 0,0 of 0,,,L,1986-02-01,1986-06-17,67.0,66.0,31.050603366256663,30.678248013306227,False,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31|http://ufcstats.com/fighter-details/da816417a579a0bd,0.5859872611464969,False,True,1.625,-160.0,0.37235535295043576,-1.0,62.5
L,Brad Pickett,Marlon Vera,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,http://ufcstats.com/fighter-details/7c7332319c14094c,Catch Weight Bout,KO/TKO,3,3:50,3 Rnd (5-5-5),Grant Waterman,Kick to Head At Distance,One Punch,Chito,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,0,0.0,0.0,,,17 of 35,17 of 29,17 of 49,,,17 of 35,30 of 46,18 of 51,,,1 of 3,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:51,2:40,0:00,,,0,0.0,1.0,,,24 of 50,12 of 26,31 of 67,,,24 of 50,17 of 32,31 of 67,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:01,0:00,0:03,,,15 of 29,16 of 26,11 of 38,,,1 of 2,0 of 0,3 of 5,,,1 of 4,1 of 3,3 of 6,,,17 of 35,4 of 16,17 of 49,,,0 of 0,1 of 1,0 of 0,,,0 of 0,12 of 12,0 of 0,,,14 of 32,6 of 17,19 of 47,,,4 of 10,0 of 3,5 of 11,,,6 of 8,6 of 6,7 of 9,,,20 of 45,11 of 24,28 of 62,,,4 of 5,0 of 1,1 of 2,,,0 of 0,1 of 1,2 of 3,,,L,1978-09-24,1992-12-02,68.0,70.0,38.48128298322347,24.290710966002038,False,http://ufcstats.com/fighter-details/7c7332319c14094c|http://ufcstats.com/fighter-details/c945adc22c2bfe8f,0.5798319327731092,True,False,1.6666666666666663,-150.00000000000009,-14.190572017221434,-2.0,-100.0
L,Darren Stewart,Francimar Barroso,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,http://ufcstats.com/fighter-details/b69f24c500d783e7,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 28 - 29. Howard Hughes 28 - 29. Andy Roberts 28 - 29.,The Dentist,Bodao,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,0,0.0,0.0,,,14 of 27,6 of 11,11 of 35,,,23 of 38,13 of 18,19 of 46,,,1 of 3,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:17,2:51,0:50,,,0,0.0,0.0,,,12 of 24,8 of 15,8 of 23,,,20 of 33,17 of 25,9 of 24,,,1 of 4,6 of 6,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,2:00,0:00,0:39,,,6 of 16,2 of 5,5 of 26,,,2 of 3,2 of 2,3 of 4,,,6 of 8,2 of 4,3 of 5,,,7 of 14,1 of 5,8 of 31,,,6 of 10,5 of 6,3 of 4,,,1 of 3,0 of 0,0 of 0,,,4 of 14,3 of 10,7 of 21,,,5 of 6,3 of 3,0 of 1,,,3 of 4,2 of 2,1 of 1,,,7 of 13,4 of 9,6 of 19,,,5 of 9,3 of 5,2 of 4,,,0 of 2,1 of 1,0 of 0,,,L,1990-12-30,1980-02-28,74.0,75.0,26.21545959191496,37.052095525575474,False,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f|http://ufcstats.com/fighter-details/b69f24c500d783e7,0.6507042253521126,True,False,1.4761904761904765,-209.99999999999986,10.836635933660514,-1.0,-100.0
W,Johny Hendricks,Hector Lombard,http://ufcstats.com/fighter-details/0941df56f6ac954b,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Jardine,Hubert Earle 27 - 30. Robert MacAvoy 27 - 30. Don Robinson 28 - 29.,Bigg Rigg,--,2017-02-19,"Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/b4ad3a06ee4d660c,0,0.0,0.0,,,11 of 24,19 of 54,21 of 58,,,19 of 33,27 of 62,23 of 60,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,6 of 24,17 of 41,14 of 38,,,12 of 30,17 of 41,14 of 38,,,1 of 4,0 of 3,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,1:27,0:29,0:06,,,3 of 16,14 of 46,15 of 49,,,2 of 2,2 of 4,3 of 4,,,6 of 6,3 of 4,3 of 5,,,8 of 20,13 of 47,17 of 54,,,3 of 4,6 of 7,4 of 4,,,0 of 0,0 of 0,0 of 0,,,5 of 22,10 of 32,7 of 26,,,1 of 2,3 of 5,4 of 8,,,0 of 0,4 of 4,3 of 4,,,6 of 23,14 of 38,13 of 37,,,0 of 1,3 of 3,1 of 1,,,0 of 0,0 of 0,0 of 0,,,W,1983-09-12,1978-02-02,69.0,71.0,33.440796183357634,39.0480297336701,True,http://ufcstats.com/fighter-details/0941df56f6ac954b|http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,0.5427435387673956,False,False,1.7692307692307692,-130.0,-5.607233550312465,2.0,-100.0
W,Joe Duffy,Reza Madadi,http://ufcstats.com/fighter-details/654ae722109a0d31,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Pawel Harasim 27 - 30. Takeo Kobayashi 27 - 30.,Irish,Mad Dog,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,0,0.0,0.0,,,9 of 17,21 of 77,21 of 67,,,17 of 26,21 of 77,23 of 69,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,3:34,0:00,0:46,,,0,0.0,0.0,,,4 of 7,7 of 25,17 of 31,,,10 of 15,7 of 25,17 of 31,,,2 of 3,0 of 4,0 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:46,0:03,0:05,,,7 of 15,17 of 69,15 of 59,,,2 of 2,3 of 6,4 of 6,,,0 of 0,1 of 2,2 of 2,,,2 of 9,21 of 77,20 of 66,,,0 of 0,0 of 0,1 of 1,,,7 of 8,0 of 0,0 of 0,,,2 of 4,6 of 21,12 of 25,,,1 of 1,1 of 2,5 of 6,,,1 of 2,0 of 2,0 of 0,,,2 of 5,6 of 23,14 of 28,,,1 of 1,1 of 2,3 of 3,,,1 of 1,0 of 0,0 of 0,,,W,1988-02-18,1978-06-20,73.0,73.0,29.079310321224938,38.74412205589437,True,http://ufcstats.com/fighter-details/654ae722109a0d31|http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,0.8162544169611307,True,True,1.181818181818182,-549.9999999999991,9.664811734669435,0.0,18.18181818181821
W,Gunnar Nelson,Alan Jouban,http://ufcstats.com/fighter-details/fd55393021a8c255,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,Welterweight Bout,Submission,2,0:46,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke On Ground,Gunni,Brahma,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,0,0.0,,,,7 of 13,1 of 5,,,,16 of 23,1 of 5,,,,1 of 2,0 of 0,,,,0,1.0,,,,0,0.0,,,,2:55,0:07,,,,0,0.0,,,,10 of 19,7 of 14,,,,10 of 19,7 of 14,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,6 of 12,1 of 4,,,,1 of 1,0 of 1,,,,0 of 0,0 of 0,,,,2 of 8,1 of 5,,,,1 of 1,0 of 0,,,,4 of 4,0 of 0,,,,4 of 9,2 of 8,,,,0 of 4,2 of 3,,,,6 of 6,3 of 3,,,,10 of 19,7 of 14,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,W,1988-07-28,1981-11-25,72.0,73.0,28.63850729309979,35.310786669130785,True,http://ufcstats.com/fighter-details/cf65d56b0755ed3b|http://ufcstats.com/fighter-details/fd55393021a8c255,0.7427937915742794,True,True,1.2985074626865671,-335.00000000000006,6.672279376030996,-1.0,29.850746268656714
W,Dustin Poirier,Jim Miller,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,http://ufcstats.com/fighter-details/d1941565abf50b16,Lightweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 28. Chris Lee 27 - 30. Derek Cleary 28 - 29.,The Diamond,A-10,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,0.0,0.0,,,30 of 70,51 of 108,16 of 38,,,34 of 74,58 of 115,30 of 54,,,0 of 0,1 of 1,2 of 2,,,0,0.0,0.0,,,1,0.0,0.0,,,0:31,0:41,2:45,,,0,0.0,0.0,,,22 of 54,33 of 52,16 of 29,,,24 of 57,36 of 55,23 of 38,,,1 of 2,0 of 2,0 of 2,,,0,0.0,3.0,,,0,0.0,0.0,,,0:34,0:22,0:26,,,19 of 56,45 of 97,15 of 33,,,4 of 6,5 of 5,1 of 3,,,7 of 8,1 of 6,0 of 2,,,23 of 61,44 of 96,13 of 28,,,6 of 8,7 of 12,0 of 1,,,1 of 1,0 of 0,3 of 9,,,10 of 42,19 of 38,7 of 18,,,9 of 9,9 of 9,2 of 2,,,3 of 3,5 of 5,7 of 9,,,18 of 50,26 of 43,12 of 25,,,4 of 4,7 of 9,2 of 2,,,0 of 0,0 of 0,2 of 2,,,W,1989-01-19,1983-08-30,72.0,71.0,28.0635468216322,33.454485718392576,True,http://ufcstats.com/fighter-details/029eaff01e6bb8f0|http://ufcstats.com/fighter-details/d1941565abf50b16,0.7900763358778625,True,True,1.2222222222222223,-449.9999999999998,5.390938896760375,1.0,22.222222222222232
W,Glover Teixeira,Jared Cannonier,http://ufcstats.com/fighter-details/7ff97850e8c32bda,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Chris Lee 26 - 30. Sal D'amato 26 - 30. Derek Cleary 26 - 30.,--,The Killa Gorilla,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,0.0,0.0,,,8 of 16,13 of 26,3 of 11,,,30 of 46,39 of 60,44 of 73,,,1 of 1,1 of 1,1 of 1,,,1,0.0,0.0,,,0,0.0,0.0,,,3:35,2:29,4:34,,,0,0.0,0.0,,,9 of 15,11 of 29,1 of 2,,,19 of 25,16 of 34,5 of 7,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:10,0:00,0:00,,,5 of 13,11 of 24,3 of 10,,,2 of 2,2 of 2,0 of 1,,,1 of 1,0 of 0,0 of 0,,,4 of 10,10 of 23,0 of 3,,,1 of 1,0 of 0,0 of 0,,,3 of 5,3 of 3,3 of 8,,,8 of 14,11 of 29,0 of 1,,,1 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,1 of 1,,,6 of 10,11 of 29,1 of 2,,,2 of 4,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,W,1979-10-28,1984-03-16,76.0,77.0,37.29303134219046,32.909642224001864,True,http://ufcstats.com/fighter-details/13a0275fa13c4d26|http://ufcstats.com/fighter-details/7ff97850e8c32bda,0.6690070210631895,True,True,1.434782608695652,-230.00000000000003,-4.383389118188596,-1.0,43.47826086956521
