method_id,season,n,wins,losses,win_pct,roi,units
US003,2024,5,2,3,0.4,0.011999999999999966,0.05999999999999983
US003,2025,1,0,1,0.0,-1.0,-1.0
US004,2006,23,15,8,0.6521739130434783,0.662608695652174,15.240000000000002
US004,2007,9,5,4,0.5555555555555556,0.33111111111111113,2.98
US004,2008,18,10,8,0.5555555555555556,0.35833333333333334,6.45
US004,2009,14,9,5,0.6428571428571429,0.5614285714285714,7.859999999999999
US004,2010,13,7,6,0.5384615384615384,0.41000000000000003,5.33
US004,2011,12,5,7,0.4166666666666667,0.07750000000000001,0.9300000000000002
US004,2012,8,6,2,0.75,0.86,6.88
US004,2013,19,5,14,0.2631578947368421,-0.37157894736842106,-7.0600000000000005
US004,2014,10,5,5,0.5,0.195,1.9500000000000002
US004,2015,6,3,3,0.5,0.2866666666666666,1.7199999999999998
US004,2016,13,8,5,0.6153846153846154,0.6007692307692307,7.81
US004,2017,9,2,7,0.2222222222222222,-0.4822222222222222,-4.34
US004,2018,14,7,7,0.5,0.2814285714285715,3.940000000000001
US004,2019,12,6,6,0.5,0.24916666666666668,2.99
US004,2020,3,3,0,1.0,1.55,4.65
US004,2021,6,4,2,0.6666666666666666,0.6633333333333334,3.9800000000000004
US004,2022,15,9,6,0.6,0.51,7.65
US004,2023,14,5,9,0.35714285714285715,-0.09928571428571424,-1.3899999999999995
US004,2024,6,2,4,0.3333333333333333,-0.1566666666666667,-0.9400000000000002
US004,2025,14,7,7,0.5,0.23214285714285715,3.25
US005,2006,35,17,18,0.4857142857142857,0.18885714285714283,6.609999999999999
US005,2007,15,7,8,0.4666666666666667,0.13866666666666674,2.080000000000001
US005,2008,10,5,5,0.5,0.162,1.62
US005,2009,8,5,3,0.625,0.5674999999999999,4.539999999999999
US005,2010,11,3,8,0.2727272727272727,-0.2818181818181818,-3.0999999999999996
US005,2011,14,7,7,0.5,0.1628571428571428,2.2799999999999994
US005,2012,11,7,4,0.6363636363636364,0.45454545454545453,5.0
US005,2013,11,2,9,0.18181818181818182,-0.6045454545454546,-6.65
